distance,latitude,longitude,yaw,yaw precision,heading,delta,precision
165.57185459093503,38.94252188885081,-92.31950949722152,-154.27964046000002,3.0,149.5272127928888,-56.1931467471112,1
165.2182225790331,38.94251788954713,-92.31951016786819,123.62948199578128,3.0,149.43166842285518,25.802186427073906,1
164.78935103762504,38.942517789133404,-92.31950060119192,79.00638919302195,3.0,149.677391447241,70.67100225421906,2
164.432354491549,38.94251768660867,-92.31949262626236,78.67231233531842,3.0,149.88284063447117,71.21052829915274,2
164.3527814421493,38.94251758083901,-92.31949102611601,83.8940759077565,3.0,149.92251566040306,66.02843975264656,2
164.25591758592026,38.94251752216662,-92.31948891990808,91.12477662545234,2.0,149.9763601562376,58.85158353078526,2
164.16531874016684,38.942517967240356,-92.31948583145038,91.12477662545234,2.0,150.0657188316444,58.94094220619206,2
164.12915399694634,38.94251893082872,-92.31948283647223,91.12477662545234,2.0,150.16274431458913,59.03796768913679,2
164.17813134578847,38.942520286571735,-92.3194809322996,91.12477662545234,2.0,150.23877442604146,59.11399780058912,2
164.35781756130478,38.94252226887408,-92.31948065944158,23.701343637816628,3.0,150.28405826586732,126.5827146280507,2
164.53399549068425,38.94252406898676,-92.31948071331928,-103.60794443235451,3.0,150.31720081614844,-106.07485475149704,2
164.59859724718206,38.94252500775115,-92.31948010353084,-120.92674210452208,3.0,150.3511434628673,-88.72211443261062,2
164.55851333334348,38.94252521879327,-92.3194786889237,-129.35832131185492,3.0,150.39220608027915,-80.24947260786593,2
164.40606261762383,38.942524437714134,-92.31947688767154,-145.36892579401845,3.0,150.42445413829103,-64.20662006769055,2
164.17576266789897,38.942522750670065,-92.31947531449462,-166.8346099507405,3.0,150.4334379130563,-42.73195213620318,2
163.99829591384048,38.94252113482126,-92.31947481777725,-61.93315213609468,3.0,150.41551814835964,-147.65132971554567,2
163.89065861571282,38.942520135096224,-92.3194745608702,-5.239398385659385,3.0,150.40308639426098,155.64248477992038,2
163.82332014711065,38.9425194979735,-92.31947442650657,-140.53504093067446,3.0,150.39438292249258,-69.07057614683299,2
163.78287033257638,38.94251910962116,-92.31947435850385,-52.72817005603048,2.0,150.38870873041458,-156.88312121355494,2
163.78554005350514,38.94251924987587,-92.31947410363776,-52.72817005603048,2.0,150.39810836466643,-156.8737215793031,2
163.83988561551323,38.94252002735859,-92.31947361577535,-52.72817005603048,2.0,150.42587198899776,-156.84595795497177,2
164.17596161403617,38.94252324803418,-92.31947419106457,-52.72817005603048,2.0,150.47245463265403,-156.7993753113155,2
164.70939235728412,38.94252657164686,-92.31947915900581,-52.72817005603048,2.0,150.40576366591972,-156.8660662780498,2
165.0567340311152,38.94252550308948,-92.31948965934785,-52.72817005603048,2.0,150.11127683306722,-157.1605531109023,2
165.29283857110178,38.942524614015944,-92.31949710073724,-52.72817005603048,2.0,149.9007851662128,-157.3710447777567,2
165.4086373486547,38.94252433047704,-92.31950039473914,-52.72817005603048,2.0,149.80993254067994,-157.46189740328958,2
165.5017133266121,38.942524800217384,-92.31950149655025,-52.72817005603048,2.0,149.79051077629885,-157.48131916767068,2
165.64779145217807,38.94252637284999,-92.31950138003681,-52.72817005603048,2.0,149.82395683390985,-157.44787311005967,2
165.87208587646586,38.94252869146714,-92.31950141144549,-70.38020332745494,3.0,149.86791045145293,-139.75188622109215,2
166.1074162674617,38.94253087827992,-92.3195019874582,-71.67955297127175,3.0,149.8951534151754,-138.42529361355287,2
166.32016866052058,38.942532548082724,-92.31950318905292,-59.48600697751714,3.0,149.8962650242247,-150.61772799825815,2
166.5470770018039,38.94253377650764,-92.31950569482576,-35.90090207489792,3.0,149.85533532034788,-174.2437626047542,2
166.6942039928557,38.942533896176016,-92.31950881390745,-14.332765238209666,3.0,149.77745045798542,164.1102156961951,2
166.72611511152815,38.94253287080369,-92.31951180458658,6.882848942489873,3.0,149.68092241252384,142.79807347003396,2
166.6700112191987,38.94253136413185,-92.31951382822454,30.003649135234994,3.0,149.59991199121004,119.59626285597504,2
166.53790976712668,38.942529584010785,-92.31951470889845,51.13777819711127,3.0,149.54284954985917,98.40507135274791,2
166.33636706791933,38.94252776938437,-92.31951407890176,78.05583922711195,3.0,149.5237969867551,71.46795775964314,2
166.1415587673014,38.942526476715436,-92.31951246170469,90.5996528548994,2.0,149.5402266114138,58.9405737565144,2
166.0038321213262,38.942525905023466,-92.31951056930713,90.5996528548994,2.0,149.57779720574172,58.978144350842314,2
165.9617153657826,38.94252638383285,-92.31950855707541,90.5996528548994,2.0,149.63891425223193,59.039261397332524,2
166.01680470668379,38.94252772544355,-92.31950686986484,90.5996528548994,2.0,149.7083912914319,59.10873843653249,2
166.16397360800087,38.94252961753806,-92.31950607716922,-22.154870101099306,3.0,149.76539579254097,171.92026589364028,2
166.3680547290478,38.94253162298233,-92.31950633880481,-90.62606319252424,3.0,149.79733380055177,-119.57660300692399,2
166.14295753440064,38.94253216299022,-92.31949995439493,-83.29034106853729,3.0,149.97232168392986,-126.73733724753285,2
165.81408596672438,38.94253199567515,-92.31949270781841,-68.92678526637235,3.0,150.15660185354682,-140.91661288008083,2
165.64261192194215,38.94253169652688,-92.3194893901486,-49.83325393980344,3.0,150.23696523300669,-159.92978082718986,2
165.5253251447036,38.94253076438561,-92.31948875402466,-26.30068646276393,3.0,150.2356865594947,176.53637302225863,2
165.40413907895345,38.9425293256289,-92.31948916521195,-4.236716751657713,3.0,150.197481763808,154.43419851546574,2
165.26230788186245,38.94252761647395,-92.31948970094733,16.012213630884226,3.0,150.1507946518567,134.13858102097248,2
165.0331323655726,38.942525336911096,-92.31948948343683,46.1072485414599,3.0,150.11265945471956,104.00541091325965,2
164.75112813509006,38.94252305510592,-92.31948804420446,72.63035956236317,2.0,150.10622227538084,77.47586271301768,2
164.4752180824531,38.942521476372875,-92.31948517276679,72.63035956236317,2.0,150.1507450588599,77.52038549649674,2
164.27342090482392,38.942520881973415,-92.31948181310642,72.63035956236317,2.0,150.22717150253425,77.59681194017108,2
164.18041415062373,38.94252139284359,-92.31947849377941,72.63035956236317,2.0,150.32397602178594,77.69361645942277,2
164.16037609042178,38.94252238211645,-92.31947578898617,72.63035956236317,2.0,150.41392223402158,77.78356267165842,2
164.1918877309846,38.94252355602322,-92.31947386547078,72.63035956236317,2.0,150.4868946045234,77.85653504216023,2
164.32112631894827,38.942525227892965,-92.3194731000495,72.63035956236317,2.0,150.53891423058224,77.90855466821907,2
164.6477739443257,38.942528599499575,-92.31947310282641,-126.54851938995705,3.0,150.6030075840522,-82.84847302599076,2
164.72891148186136,38.94252940014092,-92.31947318690372,-127.65758391947634,3.0,150.6160036343798,-81.72641244614385,2
165.3709237714755,38.942533266849765,-92.31947948264431,-126.61217908878726,3.0,150.52471396185246,-82.86310694936026,2
166.48636496121674,38.94254020835069,-92.31948989265129,-129.78756840250975,3.0,150.38567641427494,-79.82675518321531,2
167.51879620795344,38.94254661447133,-92.31949955016468,-128.31299686108486,3.0,150.25771146461648,-81.42929167429867,2
167.60648076720582,38.94254647200864,-92.31950191204145,-139.46071692532882,3.0,150.1943943133715,-70.34488876129967,2
